a0,a1,a2,a3,a4,a5,a6,a7,a8
1510789209,76,11,76,90,76,53045,79,75
1510789509,75,26,75,58,75,53060,79,75
1510789809,76,41,76,37,76,53051,79,75
1510790109,76,65,76,45,76,52609,79,75
1510790409,76,43,76,50,76,52048,79,75
1510790709,76,70,76,61,76,51448,79,75
1510791010,76,63,76,78,76,50409,79,75
1510791309,76,61,76,82,76,50114,79,75
1510791609,76,34,76,98,76,49175,79,75
1510791909,76,36,76,52,76,49050,79,75
1510792209,76,44,76,42,76,48975,79,75
1510792510,75,37,75,63,75,48953,79,75
1510792810,75,39,75,122,75,49352,79,75
1510793110,75,103,75,35,75,49463,79,75
1510793409,75,47,75,93,75,49418,79,75
1510793709,76,45,76,39,76,49437,79,75
1510794009,76,176,76,30,76,48689,79,75
1510794309,76,44,76,56,76,49212,79,75
1510794609,76,56,76,49,76,48949,79,75
1510794909,76,25,76,32,76,48340,79,75
1510795209,76,40,76,36,76,48197,79,75
1510795510,76,34,76,89,76,48008,79,75
1510795809,76,57,76,61,76,47898,79,75
1510796109,76,47,76,48,76,47791,79,75
1510796409,76,38,76,54,76,47760,79,75
1510796709,76,44,76,56,76,47660,79,75
1510797010,76,58,76,62,76,47545,79,75
1510797309,76,44,76,62,76,47547,79,75
1510797609,76,56,76,51,76,47470,79,75
1510797909,76,84,76,70,76,47416,79,75
1510798210,76,99,76,76,76,47350,79,75
1510798509,76,81,76,27,76,47226,79,75
1510798809,76,108,76,93,76,46970,79,75
1510799109,76,114,76,79,76,46976,79,75
1510799410,76,95,76,60,76,46986,79,75
1510799709,76,53,76,41,76,46952,79,75
1510800009,76,57,76,39,76,46945,79,75
1510800309,76,71,76,40,76,46997,79,75
1510800609,76,37,76,49,76,46297,79,75
1510800910,76,52,76,135,76,45194,79,75
1510801209,76,28,76,75,76,45076,79,75
1510801510,76,69,76,44,76,44977,79,75
1510801809,76,24,76,112,76,45030,79,75
1510802109,76,25,76,85,76,44818,79,75
1510802410,76,55,76,64,76,44727,79,75
1510802709,76,68,76,57,76,44557,79,75
1510803009,76,54,76,19,76,44449,79,75
1510803309,76,68,76,80,76,44371,79,75
1510803609,76,63,76,55,76,43596,79,75
1510803911,76,80,76,92,76,43074,79,75
1510804209,76,49,76,60,76,42842,79,75
1510804509,76,66,76,56,76,42618,79,75
1510804809,76,41,76,60,76,42324,79,75
1510805109,76,26,76,67,76,42194,79,75
1510805409,77,71,77,11,77,42141,79,75
1510805709,76,18,76,95,76,42148,79,75
1510806009,76,64,76,44,76,42048,79,75
1510806310,76,55,76,91,76,41919,79,75
1510806609,76,42,76,88,76,41876,79,75
1510806910,76,45,76,77,76,41174,79,75
1510807209,76,43,76,66,76,41002,79,75
1510807509,76,82,76,95,76,40881,79,75
1510807809,76,65,76,77,76,40951,79,75
1510808111,77,30,77,59,77,40675,79,75
1510808409,76,72,76,82,76,40679,79,75
1510808709,77,46,77,49,77,40876,79,75
1510809009,77,30,77,92,77,40488,79,75
1510809309,77,30,77,51,77,40409,79,75
1510809610,76,49,76,73,76,40614,79,75
1510809910,76,68,76,15,76,40634,79,75
1510810209,76,37,76,33,76,40669,79,75
1510810509,76,51,76,45,76,40648,79,75
1510810809,77,39,77,50,77,40605,79,75
1510811111,76,38,76,41,76,40519,79,75
1510811409,76,29,76,53,76,40504,79,75
1510811709,76,21,76,53,76,40401,79,75
1510812009,76,77,76,38,76,40326,79,75
1510812309,76,90,76,18,76,40451,79,75
1510812609,76,97,76,51,76,40046,79,75
1510812909,76,61,76,41,76,39922,79,75
1510813210,76,50,76,80,76,39924,79,75
1510813509,76,35,76,94,76,39697,79,75
1510813810,76,44,76,71,76,39295,79,75
1510814109,76,35,76,62,76,39237,79,75
1510814410,76,21,76,39,76,39207,79,75
1510814709,76,13,76,85,76,39243,79,75
1510815010,76,16,76,104,76,39123,79,75
1510815309,76,40,76,58,76,39053,79,75
1510815609,76,99,76,45,76,38935,79,75
1510815910,77,71,77,35,77,39606,79,75
1510816209,77,34,77,37,77,40519,79,75
1510816510,77,131,77,202,77,40742,79,75
1510816809,77,68,77,128,77,40893,79,75
1510817109,78,16,78,65,78,41156,79,75
1510817409,78,68,78,45,78,41163,79,75
1510817709,78,51,78,38,78,41126,79,75
1510818009,78,55,78,21,78,41134,79,75
1510818309,78,64,78,21,78,41213,79,75
1510818611,78,49,78,25,78,41470,79,75
1510818909,78,89,78,18,78,41854,79,75
1510819210,78,35,78,37,78,42093,79,75
1510819510,78,45,78,41,78,42447,79,75
1510819809,78,95,78,76,78,42618,79,75
1510820109,78,81,78,64,78,42674,79,75
1510820409,78,200,78,26,78,42764,79,75
1510820709,78,42,78,46,78,42856,79,75
1510821009,78,58,78,37,78,42822,79,75
1510821311,78,69,78,22,78,42893,79,75
1510821610,78,96,78,36,78,42989,79,75
1510821909,78,166,78,55,78,43033,79,75
1510822209,78,111,78,55,78,43095,79,75
1510822510,78,110,78,51,78,43064,79,75
1510822809,78,24,78,33,78,42447,79,75
1510823109,0,-1,0,-1,0,-1,0,0
1510823409,78,74,78,75,78,42140,79,75
1510823709,78,61,78,44,78,42608,79,75
1510824010,78,62,78,91,78,42995,79,75
1510824310,78,14,78,60,78,43190,79,75
1510824609,78,33,78,43,78,43241,79,75
1510824909,78,68,78,20,78,43012,79,75
1510825209,78,50,78,24,78,42900,79,75
1510825510,78,60,78,26,78,42937,79,75
1510825810,78,113,78,23,78,43058,79,75
1510826109,78,43,78,21,78,43203,79,75
1510826409,78,61,78,32,78,43199,79,75
1510826710,78,75,78,26,78,43045,79,75
1510827009,78,65,78,34,78,43154,79,75
1510827310,78,42,78,45,78,43303,79,75
1510827609,78,44,78,54,78,43327,79,75
1510827909,78,45,78,46,78,43329,79,75
1510828209,78,147,78,74,78,43493,79,75
1510828510,78,181,78,36,78,43658,79,75
1510828810,77,153,78,43,78,43529,79,75
1510829109,78,42,78,48,78,43618,79,75
1510829409,78,57,78,34,78,43399,79,75
1510829710,78,64,78,15,78,43234,79,75
1510830009,78,75,78,56,78,43329,79,75
1510830311,78,152,78,48,78,43500,79,75
1510830609,78,103,78,92,78,43539,79,75
1510830911,78,68,78,59,78,43535,79,75
1510831209,78,64,78,32,78,43466,79,75
1510831510,78,48,78,81,78,43515,79,75
1510831809,78,52,78,52,78,43537,79,75
1510832110,78,23,78,50,78,43570,79,75
1510832409,78,38,78,47,78,43550,79,75
1510832710,78,29,78,65,78,43109,79,75
1510833009,78,32,78,42,78,43105,79,75
1510833309,78,36,78,33,78,42646,79,75
1510833609,78,51,78,57,78,42031,79,75
1510833909,78,39,78,80,78,41603,79,75
1510834209,78,12,78,62,78,41308,79,75
1510834509,77,21,77,44,77,42379,79,75
1510834809,77,39,77,34,77,42307,79,75
1510835110,76,57,76,22,76,42545,79,75
1510835409,77,19,77,27,77,42551,79,75
1510835709,77,90,77,30,77,42371,79,75
1510836009,77,47,77,23,77,42428,79,75
1510836309,76,41,76,29,76,42453,79,75
1510836609,77,38,77,24,77,42468,79,75
1510836909,77,18,77,18,77,42410,79,75
1510837209,76,68,76,29,76,42403,79,75
1510837509,76,55,76,42,76,42376,79,75
1510837810,77,62,77,42,77,42144,79,75
1510838109,77,44,77,70,77,41842,79,75
1510838410,77,78,77,15,77,41936,79,75
1510838710,76,0,76,0,76,41287,79,75
1510839009,77,47,77,38,77,40925,79,75
1510839309,77,36,77,52,77,40735,79,75
1510839609,76,67,76,24,76,40730,79,75
1510839909,76,51,76,99,76,41979,79,75
1510840209,76,53,76,95,76,42392,79,75
1510840511,76,40,76,32,76,42468,79,75
1510840809,76,30,76,49,76,42579,79,75
1510841109,76,49,76,43,76,42560,79,75
1510841409,76,86,76,42,76,42763,79,75
1510841709,76,34,76,42,76,42683,79,75
1510842010,76,36,76,37,76,42693,79,75
1510842309,76,25,76,33,76,42627,79,75
1510842610,76,48,77,70,77,42667,79,75
1510842909,76,20,76,44,76,42836,79,75
1510843209,76,24,76,45,76,42789,79,75
1510843509,76,45,76,64,76,42731,79,75
1510843809,76,40,76,65,76,42745,79,75
1510844109,76,20,76,53,76,42736,79,75
1510844409,76,14,76,89,76,42627,79,75
1510844709,76,7,76,56,76,42588,79,75
1510845010,76,88,76,27,76,42672,79,75
1510845309,76,41,76,38,76,42680,79,75
1510845610,77,53,77,76,77,42143,79,75
1510845909,76,73,76,38,76,42089,79,75
1510846210,76,35,76,34,76,42079,79,75
1510846510,77,93,77,68,77,41534,79,75
1510846809,77,88,77,92,77,40880,79,75
1510847109,77,38,77,48,77,40964,79,75
1510847409,77,0,77,0,77,40891,79,75
1510847709,77,91,77,37,77,40503,79,75
1510848009,77,61,77,29,77,40398,79,75
1510848309,77,56,77,78,77,40370,79,75
1510848609,76,21,76,78,76,40391,79,75
1510848909,76,36,76,72,76,40261,79,75
1510849209,76,16,76,71,76,40188,79,75
1510849510,76,16,76,42,76,40142,79,75
1510849809,76,25,76,40,76,40115,79,75
1510850109,77,12,77,30,77,40038,79,75
1510850409,77,21,77,53,77,39773,79,75
1510850709,77,12,77,52,77,39626,79,75
1510851009,77,24,77,39,77,39615,79,75
1510851310,77,28,77,72,77,39536,79,75
1510851609,77,25,77,29,77,39488,79,75
1510851909,77,19,77,80,77,39452,79,75
1510852209,77,27,77,40,77,39438,79,75
1510852509,77,48,77,66,77,39485,79,75
1510852809,77,71,77,22,77,39536,79,75
1510853109,77,42,77,51,77,39449,79,75
1510853410,77,35,77,37,77,39457,79,75
1510853709,76,77,76,29,76,39533,79,75
1510854011,77,44,77,56,77,39481,79,75
1510854309,77,50,77,72,77,39492,79,75
1510854609,77,31,77,37,77,39197,79,75
1510854909,77,46,77,50,77,39113,79,75
1510855210,76,21,76,62,76,38988,79,75
1510855509,77,35,77,70,77,38801,79,75
1510855809,77,27,77,88,77,38810,79,75
1510856109,77,28,77,35,77,38820,79,75
1510856409,77,22,77,16,77,38789,79,75
1510856709,77,18,77,77,77,38960,79,75
1510857009,77,21,77,92,77,38865,79,75
1510857309,77,52,77,56,77,38812,79,75
1510857609,77,17,77,51,77,38603,79,75
1510857910,76,122,76,123,76,38687,79,75
1510858209,76,59,76,42,76,38376,79,75
1510858509,76,38,76,36,76,37899,79,75
1510858809,76,114,76,30,76,37709,79,75
1510859110,77,61,77,36,77,37572,79,75
1510859409,77,62,77,22,77,37484,79,75
1510859710,77,53,77,26,77,37431,79,75
1510860009,76,27,76,70,76,37177,79,75
1510860309,76,62,76,30,76,37165,79,75
1510860609,76,89,76,77,76,37172,79,75
1510860909,76,19,76,71,76,37528,79,75
1510861209,76,38,76,63,76,37647,79,75
1510861509,76,19,76,39,76,37715,79,75
1510861809,76,23,76,28,76,37704,79,75
1510862109,76,17,76,69,76,37693,79,75
1510862409,76,17,76,71,76,37695,79,75
1510862709,77,47,77,23,77,37793,79,75
1510863009,77,19,77,72,77,38154,79,75
1510863309,77,33,77,31,77,37957,79,75
1510863609,77,28,77,56,77,37965,79,75
1510863910,77,43,77,48,77,37973,79,75
1510864209,77,51,77,43,77,37968,79,75
1510864509,77,44,77,37,77,38053,79,75
1510864809,77,62,77,15,77,38106,79,75
1510865109,77,35,77,22,77,37993,79,75
1510865410,77,63,77,26,77,37959,79,75
1510865710,77,81,77,19,77,37994,79,75
1510866009,77,89,77,24,77,37695,79,75
1510866310,77,54,77,34,77,37672,79,75
1510866609,77,27,77,38,77,37671,79,75
1510866909,77,73,77,40,77,37520,79,75
1510867209,77,40,77,65,77,37241,79,75
1510867509,77,68,77,35,77,37142,79,75
1510867809,77,41,77,32,77,37146,79,75
1510868110,77,36,77,139,77,36958,79,75
1510868409,77,6,77,24,77,36513,79,75
1510868709,77,43,77,46,77,35890,79,75
1510869010,77,45,77,45,77,35536,79,75
1510869310,77,37,77,42,77,35162,79,75
1510869609,77,34,77,33,77,35076,79,75
1510869909,77,16,77,31,77,34914,79,75
1510870209,77,51,77,43,77,34904,79,75
1510870509,77,37,77,52,77,34830,79,75
1510870810,77,52,77,33,77,34792,79,75
1510871109,77,38,77,58,77,33531,79,75
1510871409,77,53,77,36,77,33205,79,75
1510871709,77,25,77,35,77,33030,79,75
1510872009,77,35,77,47,77,32332,79,75
1510872309,77,43,77,9,77,32219,79,75
1510872610,77,33,77,38,77,32193,79,75
1510872909,77,14,77,59,77,32177,79,75
1510873209,77,20,77,65,77,32100,79,75
1510873509,77,40,77,39,77,32020,79,75
1510873810,77,34,77,14,77,31801,79,75
1510874109,77,23,77,50,77,31528,79,75
1510874409,77,34,77,77,77,31450,79,75
1510874709,77,36,77,67,77,31412,79,75
1510875009,77,70,77,74,77,31290,79,75
1510875310,77,28,77,67,77,31230,79,75
1510875609,77,25,77,69,77,31113,79,75
1510875909,77,29,77,57,77,31125,79,75
1510876209,76,22,76,53,76,31344,79,75
1510876510,76,53,76,30,76,31271,79,75
1510876810,76,26,76,60,76,31337,79,75
1510877110,76,16,76,39,76,31336,79,75
1510877410,76,26,76,45,76,31311,79,75
1510877709,76,50,76,88,76,31239,79,75
1510878010,76,72,76,97,76,31229,79,75
1510878309,76,74,76,77,76,31265,79,75
1510878609,76,65,76,75,76,31157,79,75
1510878911,76,25,76,30,76,31254,79,75
1510879210,76,40,76,52,76,30792,79,75
1510879510,76,31,76,111,76,30665,79,75
1510879809,76,30,76,88,76,30621,79,75
1510880109,76,29,76,144,76,30570,79,75
1510880409,76,23,76,121,76,30532,79,75
1510880709,76,21,76,78,76,29995,79,75
1510881009,76,40,76,92,76,30007,79,75
1510881309,76,49,76,48,76,30328,79,75
1510881609,76,54,76,20,76,30351,79,75
1510881909,76,55,76,38,76,30339,79,75
1510882209,76,65,76,28,76,30357,79,75
1510882509,76,50,76,33,76,30408,79,75
1510882809,76,38,76,101,76,30412,79,75
1510883109,76,24,76,96,76,30412,79,75
1510883409,76,39,76,30,76,30407,79,75
1510883710,76,51,76,12,76,30440,79,75
1510884009,76,39,76,24,76,30462,79,75
1510884309,76,67,76,25,76,30369,79,75
1510884609,76,42,76,42,76,30418,79,75
1510884909,75,42,75,69,75,31292,79,75
1510885209,74,98,74,40,74,32673,79,74
1510885510,74,111,74,58,74,33000,79,74
1510885809,75,41,75,16,75,33333,79,74
1510886109,74,52,74,22,74,33466,79,74
1510886409,74,124,74,70,74,33775,79,74
1510886709,74,34,74,77,74,35341,79,74
1510887009,74,53,74,292,74,35904,79,74
1510887309,74,51,74,45,74,36710,79,73
1510887609,73,147,73,38,73,37087,79,73
1510887909,74,50,74,35,74,37571,79,73
1510888209,74,66,74,22,74,37576,79,73
1510888509,74,21,74,88,74,37942,79,73
1510888809,74,22,74,84,74,38192,79,73
1510889109,74,37,74,61,74,38299,79,73
1510889410,74,47,74,61,74,38351,79,73
1510889709,74,16,74,85,74,38480,79,73
1510890009,74,45,74,63,74,38517,79,73
1510890309,73,38,73,89,73,39861,79,73
1510890609,73,26,73,62,73,40119,79,73
1510890909,73,23,73,194,73,40230,79,73
1510891210,73,62,73,126,73,40577,79,73
1510891509,73,43,73,200,73,41167,79,73
1510891809,73,24,73,36,73,41269,79,73
1510892109,73,52,73,61,73,41204,79,73
1510892409,73,58,73,65,73,41355,79,73
1510892710,73,39,73,44,73,41512,79,73
1510893009,74,22,74,36,74,41625,79,73
1510893309,73,33,73,61,73,41917,79,73
1510893609,73,35,73,43,73,42033,79,73
1510893910,74,47,74,34,74,42075,79,73
1510894209,74,62,74,60,74,42294,79,73
1510894510,74,23,74,90,74,42347,79,73
1510894809,74,53,74,106,74,42368,79,73
1510895109,73,26,73,63,73,42293,79,73
1510895409,73,17,73,56,73,42306,79,73
1510895711,73,18,73,80,73,42149,79,73
1510896009,73,87,73,51,73,41845,79,73
1510896309,73,50,73,22,73,41829,79,73
1510896609,73,55,73,164,73,42098,79,73
1510896909,73,25,73,215,73,42494,79,73
1510897209,73,82,73,97,73,42930,79,73
1510897510,73,58,73,20,73,43634,79,72
1510897809,73,27,73,42,73,43733,79,72
1510898109,73,33,73,26,73,43805,79,72
1510898409,73,59,73,95,73,43800,79,72
1510898709,73,51,73,24,73,43706,79,72
1510899010,72,33,72,25,72,43993,79,72
1510899309,73,79,73,44,73,44381,79,72
1510899609,73,64,73,43,73,44557,79,72
1510899909,73,57,73,126,73,44618,79,72
1510900209,73,29,73,90,73,44715,79,72
1510900509,73,18,73,131,73,44792,79,72
1510900809,73,27,73,95,73,44844,79,72
1510901110,73,42,73,45,73,44741,79,72
1510901411,73,77,73,52,73,45023,79,72
1510901709,73,88,73,52,73,45127,79,72
1510902010,73,29,73,110,73,45142,79,72
1510902309,73,36,73,72,73,44289,79,72
1510902610,73,35,73,98,73,43447,79,72
1510902909,73,29,73,93,73,43218,79,72
1510903209,73,17,73,127,73,42953,79,72
1510903510,73,19,73,106,73,42695,79,72
1510903809,73,52,73,24,73,42966,79,72
1510904109,73,77,73,94,73,43047,79,72
1510904409,73,70,73,25,73,43102,79,72
1510904709,73,104,73,20,73,43006,79,72
1510905009,73,45,73,53,73,42746,79,72
1510905309,73,60,73,28,73,42404,79,72
1510905609,73,186,73,116,73,42169,79,72
1510905909,73,36,73,46,73,41902,79,72
1510906210,73,37,73,65,73,41707,79,72
1510906509,73,27,73,27,73,41652,79,72
1510906809,73,43,73,24,73,41486,79,72
1510907109,72,25,72,45,72,41357,79,72
1510907410,72,51,72,65,72,42023,79,72
1510907709,73,553,73,51,73,42363,79,72
1510908010,72,21,72,54,72,42321,79,72
1510908309,72,61,72,30,72,42364,79,72
1510908609,72,44,73,29,73,42380,79,72
1510908909,72,68,72,86,72,42406,79,72
1510909209,72,56,72,43,72,42490,79,72
1510909510,72,41,72,75,72,42574,79,72
1510909809,73,15,73,92,73,42618,79,72
1510910109,73,62,73,103,73,42107,79,72
1510910409,72,70,72,73,72,41841,78,72
1510910710,72,87,72,44,72,41672,78,72
1510911009,72,97,72,72,72,41688,78,72
1510911309,72,51,72,75,72,41953,78,72
1510911609,72,64,72,38,72,41991,78,72
1510911909,72,64,72,137,72,42223,78,72
1510912209,72,80,72,56,72,42180,78,72
1510912509,72,47,72,55,72,42225,78,72
1510912809,72,30,72,57,72,42185,78,72
1510913109,73,21,73,69,73,42615,78,72
1510913409,73,15,73,144,73,42588,78,72
1510913709,73,45,73,105,73,42479,78,72
1510914010,73,12,73,110,73,42518,78,72
1510914309,73,41,73,35,73,42551,78,72
1510914610,73,33,73,53,73,42301,78,72
1510914910,72,33,72,37,72,42050,78,72
1510915209,72,25,72,121,72,42066,78,72
1510915510,73,31,73,80,73,41926,78,72
1510915809,73,20,73,94,73,41924,78,72
1510916109,72,42,72,48,72,42124,78,72
1510916409,73,19,73,29,73,42010,78,72
1510916709,73,12,73,126,73,41988,78,72
1510917010,73,44,73,117,73,41974,78,72
1510917310,73,27,73,53,73,41900,78,72
1510917609,73,63,73,39,73,41960,78,72
1510917909,73,23,73,217,73,41917,78,72
1510918209,73,21,73,135,73,41951,78,72
1510918509,73,37,73,94,73,41921,78,72
1510918809,72,33,72,68,72,41896,78,72
1510919109,72,54,72,21,72,42190,78,72
1510919409,72,55,72,93,72,42282,78,72
1510919709,72,68,72,14,72,42354,78,72
1510920009,72,85,72,78,72,42392,78,72
1510920309,72,35,72,52,72,42387,78,72
1510920609,72,45,72,46,72,42478,78,72
1510920909,72,88,72,101,72,42366,77,71
1510921210,71,21,71,103,71,43191,77,71
1510921509,71,45,71,49,71,43049,77,71
1510921809,71,24,71,43,71,43543,77,71
1510922109,71,72,71,41,71,43731,77,71
1510922409,71,41,71,24,71,43936,77,71
1510922710,71,64,71,43,71,43971,77,71
1510923010,72,48,72,50,72,44055,77,71
1510923309,72,37,72,107,72,44508,77,71
1510923609,72,23,72,77,72,44710,77,71
1510923909,72,42,72,31,72,44741,77,71
1510924209,72,40,72,61,72,44941,77,71
1510924509,72,21,72,197,72,44925,77,71
1510924809,72,16,72,114,72,44921,77,71
1510925109,72,21,72,107,72,44911,77,71
1510925409,72,67,72,29,72,44944,77,71
1510925709,71,29,71,76,72,45044,77,71
1510926010,72,20,72,24,72,45081,77,71
1510926309,72,54,72,86,72,43876,77,71
1510926609,72,22,72,41,72,43447,77,71
1510926909,72,81,72,27,72,43393,77,71
1510927210,72,46,72,19,72,43647,77,71
1510927509,73,29,73,72,73,44075,77,71
1510927810,72,26,72,82,72,43902,77,71
1510928109,73,34,73,47,73,44054,77,71
1510928409,73,31,73,74,73,44457,77,71
1510928710,73,21,73,86,73,44544,77,71
1510929010,73,37,73,22,73,44631,77,71
1510929309,73,37,73,53,73,44451,77,71
1510929609,73,40,73,58,73,44456,77,71
1510929909,73,52,73,72,73,44524,77,71
1510930209,73,43,73,85,73,44637,77,71
1510930509,72,39,72,56,72,44751,77,71
1510930809,73,14,73,32,73,44854,77,71
1510931110,72,57,72,42,72,44904,77,71
1510931409,72,51,72,14,72,44875,77,71
1510931709,72,36,72,25,72,44885,77,71
1510932009,73,39,73,43,73,44872,77,71
1510932309,73,40,73,26,73,44910,77,71
1510932610,73,87,73,29,73,44873,77,71
1510932909,72,20,72,27,72,44897,77,71
1510933209,72,45,72,14,72,44923,77,71
1510933509,72,37,72,39,72,44760,77,71
1510933810,72,69,72,43,72,44874,77,71
1510934109,72,42,72,27,72,45032,77,71
1510934409,72,39,72,23,72,45062,77,71
1510934709,72,70,72,59,72,45116,77,71
1510935009,72,64,72,31,72,45071,77,71
1510935309,72,20,72,39,72,45163,77,71
1510935609,72,37,72,88,72,45183,77,71
1510935909,72,49,72,80,72,45262,77,71
1510936209,72,76,72,88,72,45303,77,71
1510936509,72,77,72,72,72,45347,77,71
1510936809,72,66,72,72,72,45337,77,71
1510937109,72,56,72,27,72,45392,77,71
1510937409,72,36,72,57,72,45402,77,71
1510937709,72,55,72,45,72,45441,77,71
1510938009,72,72,72,74,72,45483,77,71
1510938309,72,62,72,90,72,45495,77,71
1510938609,72,70,72,86,72,45449,77,71
1510938909,72,58,72,36,72,45445,77,71
1510939209,72,28,72,89,72,45504,77,71
1510939509,72,37,72,53,72,45549,77,71
1510939809,72,32,72,86,72,45578,77,71
1510940110,72,45,72,82,72,45568,77,71
1510940409,72,59,72,74,72,45618,77,71
1510940709,71,51,71,92,71,45862,77,71
1510941009,71,62,71,118,71,45955,77,71
1510941309,71,24,71,18,71,46041,77,71
1510941609,71,27,71,85,71,46284,77,71
1510941909,71,25,71,39,71,46414,77,71
1510942209,71,30,71,34,71,46853,77,71
1510942509,70,38,70,59,70,48025,77,70
1510942811,70,21,70,84,70,48260,77,70
1510943109,71,46,71,38,71,48387,77,70
1510943410,71,43,71,65,71,48609,77,70
1510943709,70,29,70,51,70,48743,77,70
1510944009,70,112,70,75,70,48969,77,70
1510944309,70,46,70,101,70,50246,77,70
1510944610,70,55,70,96,70,50742,77,70
1510944909,69,56,69,134,69,51264,77,69
1510945209,69,275,69,77,69,52756,77,69
1510945509,69,46,69,93,68,54271,77,68
1510945809,68,22,68,26,68,56497,77,67
1510946109,69,18,69,42,69,58639,77,67
1510946409,69,89,69,115,69,59605,77,67
1510946710,69,31,69,84,69,60670,77,67
1510947010,69,27,69,63,69,60993,77,67
1510947310,69,0,69,0,69,61035,77,67
1510947609,68,56,68,59,68,61933,77,67
1510947909,68,43,68,126,68,62302,77,67
1510948209,68,58,68,42,68,63351,77,67
1510948510,67,38,67,76,67,65402,77,67
1510948809,69,44,69,19,69,68108,77,67
1510949109,68,63,68,180,68,68780,77,67
1510949410,70,61,70,81,69,69353,77,67
1510949709,69,43,69,60,69,69914,77,67
1510950009,70,35,70,140,70,70450,77,67
1510950309,70,90,70,119,70,71081,77,67
1510950609,70,84,70,83,70,72681,77,67
1510950909,70,32,70,86,70,73164,77,67
1510951209,70,24,70,75,70,73523,77,67
1510951509,70,18,70,51,70,73718,77,67
1510951809,70,33,70,83,70,73997,77,67
1510952109,69,75,69,44,69,74400,77,67
1510952409,0,-1,0,-1,0,-1,0,0
1510952709,70,41,70,19,70,74914,77,67
1510953009,69,84,69,17,69,75077,77,67
1510953310,69,51,69,29,69,75370,77,67
